text,text_indexes
but in the night or in the time of war,"[19, 11, 2, 154, 50, 11, 2, 110]"
some he is in rome but where is he think you,"[103, 17, 13, 11, 375, 19, 108, 13]"
whats he that follows there that would not dance,"[436, 17, 9, 1470, 73, 9, 43, 12]"
yet i am none whose tongue soeer speaks false,"[84, 3, 49, 177, 255, 224, 5516, 576]"
pray you tread softly that the blind mole may not,"[123, 7, 1430, 2406, 9, 2, 794, 4020]"
twixt two such shes would chatter this way and,"[1135, 137, 99, 518, 43, 5497, 24, 148]"
enter york and buckingham with their guard and break in,"[113, 311, 4, 1392, 21, 92, 766, 4]"
come come my son ill bring thee on thy way,"[52, 52, 10, 161, 63, 208, 40, 42]"
why theres a wench come on and kiss me kate,"[91, 244, 8, 1131, 52, 42, 4, 412]"
because your heart is in love with her and out of,"[525, 27, 111, 13, 11, 59, 21, 34]"
of gold for thee if the gentlewoman that attends,"[6, 358, 16, 40, 30, 2, 2294, 9]"
he said the truth and what said surrey then,"[17, 219, 2, 263, 4, 32, 219, 2712]"
thou madst thine enemies shake as if the world,"[28, 9454, 230, 1709, 605, 22, 30, 2]"
i do not bear these crossings give me leave,"[3, 31, 12, 169, 109, 8249, 90, 15]"
incensed the seas and shores yea all the creatures,"[2804, 2, 1182, 4, 3591, 458, 37, 2]"
than was his loss to course your flying flags,"[79, 53, 25, 579, 5, 583, 27, 4556]"
ay by my faith that bears a frosty sound,"[147, 36, 10, 206, 9, 828, 8, 4266]"
you jacknape givea this letter to sir hugh by,"[7, 11822, 11823, 24, 384, 5, 57, 1312]"
prithee bring him in and let him approach singing,"[515, 208, 23, 11, 4, 61, 23, 2031]"
to cry to the sea that roard to us to sigh,"[5, 360, 5, 2, 321, 9, 13283, 5]"
stand up stand up stand and you be a man,"[181, 107, 181, 107, 181, 4, 7, 18]"
with him but the drum and the fife and now had he,"[21, 23, 19, 2, 617, 4, 2, 3708]"
well in her person i say i will not have you,"[51, 11, 34, 665, 3, 71, 3, 26]"
shes limed i warrant you we have caught her madam,"[518, 3896, 3, 447, 7, 38, 20, 1306]"
stay then ill go alone fear comes upon me,"[226, 62, 63, 76, 603, 135, 187, 105]"
although as yet the face of it be coverd,"[1594, 22, 84, 2, 200, 6, 14, 18]"
there is an air comes from her what fine chisel,"[73, 13, 78, 451, 187, 60, 34, 32]"
enter charles burgundy alencon bastard of orleans reignier joan la pucelle and forces,"[113, 1112, 2410, 1801, 885, 6, 2253, 2782]"
for ever from the world i had my trial,"[16, 205, 60, 2, 133, 3, 77, 10]"
my lord i know him tis a meddling friar,"[10, 67, 3, 69, 23, 98, 8, 11577]"
my cousins a fool and thou art another ill wear,"[10, 2482, 8, 216, 4, 28, 118, 371]"
the duke of exeter is as magnanimous as agamemnon,"[2, 176, 6, 1508, 13, 22, 6448, 22]"
and now baits me this brat is none of mine,"[4, 44, 14244, 15, 24, 3893, 13, 177]"
i will receive it sir with all diligence of,"[3, 26, 1248, 14, 57, 21, 37, 4716]"
and ere i part with thee confer at large,"[4, 203, 3, 174, 21, 40, 4076, 46]"
but what thou art god thou and i do know,"[19, 32, 28, 118, 122, 28, 4, 3]"
since when his oath is broke for as i hear,"[212, 58, 25, 536, 13, 849, 16, 22]"
i pray you tell me hath any body inquired,"[3, 123, 7, 94, 15, 75, 131, 439]"
and shrieks like mandrakes torn out of the earth,"[4, 7533, 87, 13103, 3815, 89, 6, 2]"
as heartily as he is glad he hath him,"[22, 2071, 22, 17, 13, 432, 17, 75]"
and given my treasures and my rights of thee,"[4, 388, 10, 6058, 4, 10, 2757, 6]"
improvident jealousy my wife hath sent to him the,"[11905, 2946, 10, 191, 75, 301, 5, 23]"
and as the dam runs lowing up and down,"[4, 22, 2, 2044, 1326, 8502, 107, 4]"
difference of all complexions what do you stop your ears,"[1971, 6, 37, 6623, 32, 31, 7, 807]"
i oft found both i urge this childhood proof,"[3, 595, 344, 164, 3, 1526, 24, 5801]"
who ever saw the like what men have i,"[106, 205, 318, 2, 87, 32, 116, 20]"
so get you gone if this penetrate i will,"[29, 242, 7, 207, 30, 24, 5504, 3]"
kneeld at my feet and bade me be advised,"[3843, 46, 10, 1095, 4, 1038, 15, 18]"
for then i hope thou wilt not keep him long,"[16, 62, 3, 229, 28, 292, 12, 183]"
almost six thousand years old and in all this time,"[833, 1027, 454, 481, 139, 4, 11, 37]"
much to say god make me a light wench it is,"[104, 5, 71, 122, 82, 15, 8, 286]"
your friends are well and have them much commended,"[27, 217, 39, 51, 4, 20, 64, 104]"
some say hes mad others that lesser hate him,"[103, 71, 283, 328, 387, 9, 2282, 433]"
how would he look to see his work so noble,"[70, 43, 17, 115, 5, 85, 25, 404]"
and do not shear the fleeces that i graze,"[4, 31, 12, 6334, 2, 8981, 9, 3]"
with folded arms this poor right hand of mine,"[21, 5590, 361, 24, 160, 260, 112, 6]"
of colour like the red rose on triumphant brier,"[6, 926, 87, 2, 1028, 1145, 42, 6652]"
the supportance of his vow he protests he will not hurt you,"[2, 14068, 6, 25, 778, 17, 5871, 17]"
may beg four pound of prunes and as many of,"[80, 577, 511, 1026, 6, 5820, 4, 22]"
provincial roses on my razed shoes get me a,"[10017, 3048, 42, 10, 4671, 1866, 242, 15]"
and so it is for this time i will leave you,"[4, 29, 14, 13, 16, 24, 110, 3]"
good morrow cousin cressid what do you talk of,"[47, 1283, 607, 2980, 32, 31, 7, 350]"
you are full of pretty answers have you not been,"[7, 39, 247, 6, 913, 3341, 20, 7]"
it cannot be thou dost but say tis so,"[14, 162, 18, 28, 218, 19, 71, 98]"
who do prepare to meet him at the gates,"[106, 31, 2156, 5, 253, 23, 46, 2]"
did they this harry now in london place him,"[86, 45, 24, 1275, 44, 11, 1081, 214]"
hoping youll find good cause to whip them all,"[6418, 507, 153, 47, 270, 5, 1347, 64]"
then be not poor but break it and take this,"[62, 18, 12, 160, 19, 296, 14, 4]"
now beat them hence why do you let them stay,"[44, 547, 64, 287, 91, 31, 7, 61]"
alas your too much love and care of me,"[569, 27, 96, 104, 59, 4, 331, 6]"
by god he shall not have a scot of them,"[36, 122, 17, 35, 12, 20, 8, 2746]"
the least if the love of soldier can suffice,"[2, 734, 30, 2, 59, 6, 677, 97]"
hath sent you here this ring and doth entreat,"[75, 301, 7, 72, 24, 466, 4, 140]"
i would i were as sure of a good dinner,"[3, 43, 3, 74, 22, 252, 6, 8]"
you base peasants do ye believe him will you,"[7, 669, 6283, 31, 266, 422, 23, 26]"
as stairs of sand wear yet upon their chins,"[22, 5312, 6, 3842, 349, 84, 105, 92]"
take your rapier jack i vill tell you how i vill kill him,"[95, 27, 1978, 954, 3, 3682, 94, 7]"
upon a friend of mine who in hot blood,"[105, 8, 235, 6, 102, 106, 11, 438]"
yes to smell pork to eat of the habitation which,"[477, 5, 1198, 11637, 5, 430, 6, 2]"
in whose cold blood no spark of honour bides,"[11, 255, 415, 149, 33, 3838, 6, 197]"
warwick these words have turnd my hate to love,"[540, 109, 213, 20, 1110, 10, 433, 5]"
and none of you will bid the winter come,"[4, 177, 6, 7, 26, 248, 2, 2099]"
in taint of our best man no make a lottery,"[11, 3394, 6, 56, 194, 65, 33, 82]"
our father he hath writ so hath our sister,"[56, 165, 17, 75, 634, 29, 75, 56]"
that i am dogweary but at last i spied,"[9, 3, 49, 13233, 19, 46, 274, 3]"
surprise me my sword make way for me for here is,"[4384, 15, 10, 257, 82, 148, 16, 15]"
the rather for i have some sport in hand,"[2, 272, 16, 3, 20, 103, 542, 11]"
and that youll say ere half an hour pass,"[4, 9, 507, 71, 203, 346, 78, 306]"
my lord most humbly on my knee i beg,"[10, 67, 126, 1401, 42, 10, 1162, 3]"
here comes the man sir that did rescue me,"[72, 187, 2, 65, 57, 9, 86, 3364]"
the kindred of the queen must die at pomfret,"[2, 1857, 6, 2, 202, 88, 193, 46]"
o a stool and a cushion for the sexton,"[54, 8, 3399, 4, 8, 4251, 16, 2]"
like warlike as the wolf for what we eat,"[87, 2263, 22, 2, 1635, 16, 32, 38]"
follow your function go and batten on cold bits,"[391, 27, 3584, 76, 4, 6832, 42, 415]"
two lads that thought there was no more behind,"[137, 2229, 9, 233, 73, 53, 33, 55]"
as he will lose his head ere give consent,"[22, 17, 26, 392, 25, 189, 203, 90]"
if there is one i shall make two in the company,"[30, 73, 13, 68, 3, 35, 82, 137]"
all flesh and blood are and indeed i do marry,"[37, 522, 4, 149, 39, 4, 254, 3]"
and let him learn to know when maidens sue,"[4, 61, 23, 697, 5, 69, 58, 11452]"
the soul and body rive not more in parting,"[2, 221, 4, 439, 5368, 12, 55, 11]"
you that look pale and tremble at this chance,"[7, 9, 115, 596, 4, 2007, 46, 24]"
a good sharp fellow i will send for him and,"[8, 47, 1093, 322, 3, 26, 332, 16]"
he could not stay to pick them in a pile,"[17, 128, 12, 226, 5, 2242, 64, 11]"
good morrow kate for thats your name i hear,"[47, 1283, 584, 16, 250, 27, 152, 3]"
away the fool therefore i say again take her away,"[159, 2, 216, 245, 3, 71, 178, 95]"
whose daggers have stabbd caesar i do fear it,"[255, 2529, 20, 2647, 347, 3, 31, 135]"
you smile and mock me as if i meant naughtily,"[7, 759, 4, 823, 15, 22, 30, 3]"
i have forgot my part and i am out,"[3, 20, 941, 10, 174, 4, 3, 49]"
wouldst thou not spit at me and spurn at me,"[555, 28, 12, 1697, 46, 15, 4, 1660]"
for girls of nine o think what they have done,"[16, 3205, 6, 1141, 54, 100, 32, 45]"
now by mine honour by my life by my troth,"[44, 36, 102, 197, 36, 10, 120, 36]"
will none but herne the hunter serve your turn,"[26, 177, 19, 4860, 2, 4192, 382, 27]"
for the lords tokens on you do i see,"[16, 2, 231, 4142, 42, 7, 31, 3]"
it is not nor it cannot come to good,"[14, 13, 12, 117, 14, 162, 52, 5]"
you must call forth the watch that are their accusers,"[7, 88, 166, 294, 2, 623, 9, 39]"
this is the place there where the torch doth burn,"[24, 13, 2, 214, 73, 108, 2, 2032]"
what dost thou mean by shaking of thy head,"[32, 218, 28, 264, 36, 5201, 6, 41]"
from my lord biron a good master of mine,"[60, 10, 67, 1983, 8, 47, 144, 6]"
have daffed all other respects and made her half,"[20, 12331, 37, 173, 3622, 4, 114, 34]"
who chooseth me shall get as much as he deserves,"[106, 3294, 15, 35, 242, 22, 104, 22]"
i will subscribe for thee thou art both knave and fool,"[3, 26, 3080, 16, 40, 28, 118, 164]"
madam the guests are come supper served up you,"[357, 2, 2399, 39, 52, 1316, 1015, 107]"
ay you have been a mousehunt in your time,"[147, 7, 20, 125, 8, 13107, 11, 27]"
an hundred marks by this light ill ha more,"[78, 979, 1548, 36, 24, 286, 63, 528]"
why fled you from the court and whither these,"[91, 814, 7, 60, 2, 308, 4, 1380]"
ill get me to a place more void and there,"[63, 242, 15, 5, 8, 214, 55, 2835]"
yet whos so blind but says he sees it not,"[84, 1266, 29, 794, 19, 353, 17, 1082]"
the model of our chaste loves his young daughter,"[2, 4769, 6, 56, 1235, 333, 25, 220]"
caesar having made use of him in the wars gainst,"[347, 671, 114, 243, 6, 23, 11, 2]"
why and i trust i may go too may i not what,"[91, 4, 3, 440, 3, 80, 76, 96]"
so in the earth to this day is not known,"[29, 11, 2, 288, 5, 24, 134, 13]"
i think it doth ist frailty that thus errs,"[3, 100, 14, 140, 654, 3268, 9, 145]"
had not you come upon your cue my lord,"[77, 12, 7, 52, 105, 27, 2953, 10]"
dishonour we had in the loss of that drum but it is,"[3486, 38, 77, 11, 2, 579, 6, 9]"
the nature of our seats and make the rabble,"[2, 378, 6, 56, 5458, 4, 82, 2]"
that which i show heaven knows is merely love,"[9, 66, 3, 209, 138, 365, 13, 2184]"
i did so and went further which is now,"[3, 86, 29, 4, 608, 598, 66, 13]"
so fare you well my little good lord cardinal,"[29, 554, 7, 51, 10, 228, 47, 67]"
sleep that knits up the ravelld sleeve of care,"[324, 9, 5085, 107, 2, 11358, 2339, 6]"
how art thou calld and what is thy degree,"[70, 118, 28, 797, 4, 32, 13, 41]"
in sooth i would you were a little sick,"[11, 1246, 3, 43, 7, 74, 8, 228]"
says it will come to the full mark antony,"[353, 14, 26, 52, 5, 2, 247, 377]"
o jephthah judge of israel what a treasure hadst thou,"[54, 7016, 801, 6, 9933, 32, 8, 1724]"
i would i knew in what particular action to try him,"[3, 43, 3, 399, 11, 32, 3484, 920]"
whose ruin you have sought that to her laws,"[255, 3206, 7, 20, 1705, 9, 5, 34]"
the dignity of this act was worth the audience of,"[2, 4376, 6, 24, 660, 53, 407, 2]"
seize thee that list if once i find thee ranging,"[1829, 40, 9, 1052, 30, 210, 3, 153]"
or should or should not bar us in our claim,"[50, 83, 50, 83, 12, 2216, 81, 11]"
this was my speech and i will speakt again,"[24, 53, 10, 566, 4, 3, 26, 6818]"
thou wilt quarrel with a man that hath a hair more,"[28, 292, 869, 21, 8, 65, 9, 75]"
what will become of this as i am man,"[32, 26, 721, 6, 24, 22, 3, 49]"
or i shall break that merry sconce of yours,"[50, 3, 35, 296, 9, 563, 3212, 6]"
a lock hanging by it and borrows money in gods,"[8, 2412, 1877, 36, 14, 4, 7779, 408]"
revenge if we are like you in the rest we will,"[813, 30, 38, 39, 87, 7, 11, 2]"
speak shall i call her in believe my words,"[101, 35, 3, 166, 34, 11, 422, 10]"
an if it please thee why assure thee lucius,"[78, 30, 14, 239, 40, 91, 1371, 40]"
o for the love of laughter let him fetch his drum,"[54, 16, 2, 59, 6, 2558, 61, 23]"
so my untruth had not provoked him to it,"[29, 10, 12780, 77, 12, 5048, 23, 5]"
and those thy fears might have wrought fears in me,"[4, 182, 41, 1077, 171, 20, 2096, 1077]"
and breathed such life with kisses in my lips,"[4, 2439, 99, 120, 21, 2658, 11, 10]"
where you were tied in duty and as sorry,"[108, 7, 74, 1994, 11, 741, 4, 22]"
joints of every thing but everything so out of joint,"[3023, 6, 275, 179, 19, 13683, 29, 89]"
he hopes by you his fortunes yet may flourish,"[17, 1066, 36, 7, 25, 685, 84, 80]"
when have i injured thee when done thee wrong,"[58, 20, 3, 6281, 40, 58, 132, 40]"
sport i will show you a monster master doctor,"[542, 3, 26, 209, 7, 8, 1078, 144]"
grace some say he shall be stoned but that death,"[175, 103, 71, 17, 35, 18, 8093, 19]"
the tomb where grief should sleep can breed me quiet,"[2, 1345, 108, 401, 83, 324, 97, 1207]"
plays in the right hand thus but tell him,"[1567, 11, 2, 260, 112, 145, 19, 94]"
and we must take the current when it serves,"[4, 38, 88, 95, 2, 3005, 58, 14]"
he cannot live i hope and must not die,"[17, 162, 163, 3, 229, 4, 88, 12]"
make a short shrift he longs to see your head,"[82, 8, 726, 4183, 17, 3507, 5, 85]"
sur mes genoux je vous donne mille remercimens et,"[7176, 7177, 10392, 1479, 1867, 10393, 10394, 10395]"
have his head on her shoulders for all messina as,"[20, 25, 189, 42, 34, 1551, 16, 37]"
theres a trim rabble let in are all these,"[244, 8, 3032, 4043, 61, 11, 39, 37]"
that they cannot at ease on the old bench o their,"[9, 45, 162, 46, 1050, 42, 2, 139]"
i found it in his closet tis his will,"[3, 344, 14, 11, 25, 1816, 98, 25]"
and pay thy life thou owest me for my horse,"[4, 502, 41, 120, 28, 4805, 15, 16]"
till i be brought to such a silly pass,"[146, 3, 18, 437, 5, 99, 8, 3104]"
who grieves much for your weakness and by me,"[106, 2153, 104, 16, 27, 3051, 4, 36]"
tenderbodied and the only son of my womb when,"[9428, 4, 2, 379, 161, 6, 10, 2208]"
nay i would have you go before me thither,"[151, 3, 43, 20, 7, 76, 168, 15]"
why should she write to edmund might not you,"[91, 83, 48, 568, 5, 1433, 171, 12]"
than if the earl were here for men must think,"[79, 30, 2, 881, 74, 72, 16, 116]"
if i do lose thee i do lose a thing,"[30, 3, 31, 392, 40, 3, 31, 392]"
he was not so resolved when last we spake together,"[17, 53, 12, 29, 2171, 58, 274, 38]"
you could not with more tame a tongue desire it,"[7, 128, 12, 21, 55, 1377, 8, 224]"
i have too few to take my leave of you,"[3, 20, 96, 1023, 5, 95, 10, 136]"
it follows not that she will love sir thurio,"[14, 1470, 12, 9, 48, 26, 59, 57]"
whose limbs were made in england show us here,"[255, 1834, 74, 114, 11, 460, 209, 81]"
and all this courtesy the strain of mans bred out,"[4, 37, 24, 1889, 2, 2219, 6, 417]"
shall more obey than to the edge of steel,"[35, 55, 1039, 79, 5, 2, 1555, 6]"
for from my heart thine image neer shall go,"[16, 60, 10, 111, 230, 1910, 314, 35]"
of that fardel the place of your dwelling your,"[6, 9, 4915, 2, 214, 6, 27, 7558]"
be cross with him and ill go fetch thy sons,"[18, 938, 21, 23, 4, 63, 76, 591]"
good clarence do sweet clarence do thou do it,"[47, 782, 31, 158, 782, 31, 28, 31]"
but when extremities speak i have heard you say,"[19, 58, 6026, 101, 3, 20, 215, 7]"
fell by our servants by those men we loved most,"[687, 36, 56, 1334, 36, 182, 116, 38]"
that i may speak ill write straight to my sister,"[9, 3, 80, 101, 63, 568, 628, 5]"
that were with him exiled this to be true,"[9, 74, 21, 23, 9126, 24, 5, 18]"
if i do wake some planet strike me down,"[30, 3, 31, 1455, 103, 7784, 559, 15]"
well is this captain in the duke of florences camp,"[51, 13, 24, 744, 11, 2, 176, 6]"
indeed he hath played on his prologue like a child,"[254, 17, 75, 2478, 42, 25, 2157, 87]"
ah but i think him better than i say,"[575, 19, 3, 100, 23, 199, 79, 3]"
nor shall not be the last like silly beggars,"[117, 35, 12, 18, 2, 274, 87, 3104]"
of the chamber how many masters would do this for,"[6, 2, 861, 70, 227, 574, 43, 31]"
as he hath spices of them all not all,"[22, 17, 75, 4629, 6, 64, 37, 12]"
and come some other time to know our mind,"[4, 52, 103, 173, 110, 5, 69, 56]"
claps into light o love that goes without a,"[3999, 236, 286, 54, 59, 9, 398, 410]"
i saw him down thrice up again and fighting,"[3, 318, 23, 150, 1204, 107, 178, 4]"
here the voluntary and you as under an impress,"[72, 2, 6925, 4, 7, 22, 478, 78]"
but if he had not been in drink he would have,"[19, 30, 17, 77, 12, 125, 11, 475]"
him and his innocent child for which foul deed,"[23, 4, 25, 2444, 386, 16, 66, 425]"
purgation i have trod a measure i have flattered,"[5316, 3, 20, 2491, 8, 874, 3, 20]"
as doth the sea she lies in yet the end,"[22, 140, 2, 321, 48, 396, 11, 84]"
o my good lord the duke of cornwalls dead,"[54, 10, 47, 67, 2, 176, 6, 11007]"
age to show himself a young gallant what an,"[472, 5, 209, 315, 8, 220, 1379, 32]"
i am not well in health and that is all,"[3, 49, 12, 51, 11, 836, 4, 9]"
if with his tongue he cannot win a woman,"[30, 21, 25, 224, 17, 162, 606, 8]"
they pass over the stage in order and state,"[45, 448, 492, 2, 1532, 11, 1059, 4]"
through whom the gods have shown their power that can,"[395, 222, 2, 201, 20, 1741, 92, 246]"
for which i would not plead but that i must,"[16, 66, 3, 43, 12, 1298, 19, 9]"
have got a speeding trick to lay down ladies,"[20, 586, 8, 7226, 1164, 5, 313, 150]"
oer point by point for yet he seems to doubt,"[426, 527, 36, 527, 16, 84, 17, 637]"
go to ill make ye know your times of business,"[76, 5, 63, 82, 266, 69, 27, 443]"
i deem you an ill husband and am glad,"[3, 3415, 7, 78, 63, 307, 4, 49]"
his name and tell them plainly he is snug the joiner,"[25, 152, 4, 94, 64, 2848, 17, 13]"
well peace be with you sir here comes my man,"[51, 223, 18, 21, 7, 57, 72, 187]"
drum enter brutus lucilius lucius and soldiers titinius and pindarus meeting them,"[617, 113, 642, 2222, 997, 4, 465, 5732]"
but now is cade driven back his men dispersed,"[19, 44, 13, 1728, 2613, 289, 25, 116]"
and lards the lean earth as he walks along,"[4, 8168, 2, 1607, 288, 22, 17, 2236]"
sith yet there is a credence in my heart,"[1832, 84, 73, 13, 8, 6436, 11, 10]"
and do you now strew flowers in his way,"[4, 31, 7, 44, 2707, 1194, 11, 25]"
the curses he shall have the tortures he shall,"[2, 2627, 17, 35, 20, 2, 6470, 17]"
have you not set mine honour at the stake,"[20, 7, 12, 196, 102, 197, 46, 2]"
proud and i thank you and i thank you not,"[461, 4, 3, 261, 7, 4, 3, 261]"
there stays a husband to make you a wife,"[73, 2074, 8, 307, 5, 82, 7, 8]"
comfort good comfort we must to the king and show,"[506, 47, 506, 38, 88, 5, 2, 93]"
and i have playd the sheep in losing him,"[4, 3, 20, 1710, 2, 1254, 11, 2967]"
must wear your spirits low we cannot help it,"[88, 349, 27, 930, 841, 38, 162, 284]"
when i do weep they humbly at my feet,"[58, 3, 31, 389, 45, 1401, 46, 10]"
upon my back to defend my belly upon my wit to,"[105, 10, 289, 5, 1061, 10, 1700, 105]"
he did comply with his dug before he sucked it,"[17, 86, 7010, 21, 25, 4718, 168, 17]"
no forsooth he hath but a little wee face with a,"[33, 1578, 17, 75, 19, 8, 228, 11804]"
whilst others come to make him lose at home,"[663, 387, 52, 5, 82, 23, 392, 46]"
of your dear fathers death ist writ in your revenge,"[6, 27, 232, 453, 127, 654, 634, 11]"
she is not for your turn the more my grief,"[48, 13, 12, 16, 27, 291, 2, 55]"
tongues therefore follow me and i direct you how,"[915, 245, 391, 15, 4, 3, 2472, 7]"
the king shall know it and no doubt shall thank you,"[2, 93, 35, 69, 14, 4, 33, 370]"
thou knowst was banishd for one thing she did,"[28, 929, 53, 1654, 16, 68, 179, 48]"
enter the duchess of york with the two children of clarence,"[113, 2, 1579, 6, 311, 21, 2, 137]"
nay i prithee put on this gown and this beard,"[151, 3, 515, 170, 42, 24, 1205, 4]"
overcame three who came the king why did he,"[5311, 225, 106, 259, 2, 93, 91, 86]"
or else this blow should broach thy dearest blood,"[50, 211, 24, 694, 83, 6177, 41, 1628]"
i have more charity but say i warnd ye,"[3, 20, 55, 2095, 19, 71, 3, 5034]"
have done offence i take the fault on me,"[20, 132, 1031, 3, 95, 2, 405, 42]"
with a new wound in your thigh come you along with me,"[21, 8, 512, 963, 11, 27, 3366, 52]"
thou findest him i would we were well rid of this,"[28, 14092, 23, 3, 43, 38, 74, 51]"
that i mean to thee tell thy mistress how,"[9, 3, 264, 5, 40, 94, 41, 299]"
so hath the business that i come to speak of,"[29, 75, 2, 545, 9, 3, 52, 5]"
all that is won and lost give me a kiss,"[37, 9, 13, 755, 4, 325, 90, 15]"
i gave her such a one twas my first gift,"[3, 366, 34, 99, 8, 68, 491, 10]"
and fall on my side so against your will,"[4, 280, 42, 10, 416, 29, 281, 27]"
first you know caius marcius is chief enemy to the people,"[157, 7, 69, 1418, 1106, 13, 1588, 1153]"
marry to say she came to seek you there you shall,"[237, 5, 71, 48, 259, 5, 338, 7]"
none of pygmalions images newly made woman to be,"[177, 6, 11518, 7333, 2280, 114, 279, 5]"
that he should hither come as this dire night,"[9, 17, 83, 476, 52, 22, 24, 4742]"
i have forgot why i did call thee back,"[3, 20, 941, 91, 3, 86, 166, 40]"
talk with a man out at a window a proper saying,"[350, 21, 8, 65, 89, 46, 8, 2068]"
so flewd so sanded and their heads are hung,"[29, 12182, 29, 12183, 4, 92, 611, 39]"
to offer war where they should kneel for peace,"[5, 1005, 368, 108, 45, 83, 1096, 16]"
alls one to him what a pastsaving slave is this,"[1566, 68, 5, 23, 32, 8, 8874, 724]"
a more penitent trade than your bawd he doth,"[8, 55, 3995, 1359, 79, 27, 1677, 17]"
well serve him too and be his fellow so,"[51, 382, 23, 96, 4, 18, 25, 322]"
is not true the knight sir john is there and i,"[13, 12, 129, 2, 699, 57, 351, 13]"
where i could not breed no contention with him but,"[108, 3, 128, 12, 1207, 33, 7191, 21]"
what you must say that he shall not perceive,"[32, 7, 88, 71, 9, 17, 35, 12]"
kept in a dark house visited by the priest,"[745, 11, 8, 843, 190, 5647, 36, 2]"
doth it not then our eyelids sink i find not,"[140, 14, 12, 62, 56, 4262, 1489, 3]"
garters if i be taen ill peach for this an i,"[6048, 30, 3, 18, 707, 63, 8160, 16]"
as i have made ye one lords one remain,"[22, 3, 20, 114, 266, 68, 231, 68]"
you always end with a jades trick i know you of old,"[7, 1138, 278, 21, 8, 2750, 1164, 3]"
virtue is no hornmaker and my rosalind is virtuous,"[562, 13, 33, 9080, 4, 10, 1414, 13]"
no faith lords and great men will not let me if,"[33, 206, 231, 4, 124, 116, 26, 12]"
good gentleman go your gait and let poor volk,"[47, 486, 76, 27, 1622, 4, 61, 160]"
his highness comes post from marseilles of as able,"[25, 795, 187, 1098, 60, 8914, 6, 22]"
the very yea and the no is the french doctor my,"[2, 142, 458, 4, 2, 33, 13, 2]"
and i will give a taste of it forthwith,"[4, 3, 26, 90, 8, 867, 6, 14]"
true made the lame to leap and fly away,"[129, 114, 2, 2620, 5, 1713, 4, 319]"
the gift of fortune but to write and read comes by nature,"[2, 985, 6, 406, 19, 5, 568, 4]"
that unless a man were cursed i cannot tell what,"[9, 626, 8, 65, 74, 1647, 3, 162]"
we must be neat not neat but cleanly captain,"[38, 88, 18, 3721, 12, 3721, 19, 6085]"
fie fie master ford are you not ashamed what,"[736, 736, 144, 1018, 39, 7, 12, 2402]"
yea or to paint himself for the which i hear,"[458, 50, 5, 2801, 315, 16, 2, 66]"
thou layst in every gash that love hath given me,"[28, 13676, 11, 275, 4609, 9, 59, 75]"
for even the day before she broke her brow,"[16, 167, 2, 134, 168, 48, 849, 34]"
this tale of herne the hunter for a truth,"[24, 630, 6, 4860, 2, 4192, 16, 8]"
where being but young i framed to the harp,"[108, 195, 19, 220, 3, 2769, 5, 2]"
i see this hath a little dashd your spirits,"[3, 85, 24, 75, 8, 228, 4122, 27]"
or i with grief and extreme age shall perish,"[50, 3, 21, 401, 4, 3720, 472, 35]"
but might you dot and do the world no wrong,"[19, 171, 7, 878, 4, 31, 2, 133]"
face be better than any mans yet his leg excels,"[200, 18, 199, 79, 131, 417, 84, 25]"
of sun and moon and that the affrighted globe,"[6, 390, 4, 541, 4, 9, 2, 6992]"
a measure and a cinque pace the first suit is hot,"[8, 874, 4, 8, 7754, 1412, 2, 157]"
by what yourself too late have spoke and done,"[36, 32, 490, 96, 444, 20, 560, 4]"
mistress ford we will thrive lads we will thrive,"[299, 1018, 38, 26, 1175, 2229, 38, 26]"
and till she come as truly as to heaven,"[4, 146, 48, 52, 22, 489, 22, 5]"
if you have heard your general talk of rome,"[30, 7, 20, 215, 27, 710, 350, 6]"
and work in their shirt too as myself for example,"[4, 404, 11, 92, 2245, 96, 22, 256]"
that way ill thishe that first lights on him,"[9, 148, 63, 6991, 9, 157, 1792, 42]"
but titus i have touched thee to the quick,"[19, 1231, 3, 20, 4450, 40, 5, 2]"
a rush a hair a drop of blood a pin,"[8, 2255, 8, 572, 8, 748, 6, 149]"
have some plaster or some loam or some roughcast,"[20, 103, 12149, 50, 103, 4714, 50, 103]"
i will do so till then think of the world,"[3, 26, 31, 29, 146, 62, 100, 6]"
and yet not so for what can we bequeath,"[4, 84, 12, 29, 16, 32, 97, 38]"
ay if a have no mans blood ins belly than will,"[147, 30, 8, 20, 33, 417, 149, 1850]"
can serve my turn forgive me my foul murder,"[97, 382, 10, 291, 1236, 15, 10, 425]"
shall we go send them dinners and fresh suits,"[35, 38, 76, 332, 64, 6556, 4, 896]"
since what i am to say must be but that,"[212, 32, 3, 49, 5, 71, 88, 18]"
but i will sort a pitchy day for thee,"[19, 3, 26, 999, 8, 8709, 134, 16]"
not anne page i shall turn your head out of my,"[12, 771, 469, 3, 35, 291, 27, 189]"
may we not get access to her my lord,"[80, 38, 12, 242, 3689, 5, 34, 10]"
my lord in truth thus far i witness with him,"[10, 67, 11, 263, 145, 304, 3, 696]"
who jointst thou with but with a lordly nation,"[106, 8405, 28, 21, 19, 21, 8, 6171]"
may be chosen out of the gross band of the,"[80, 18, 3123, 89, 6, 2, 1351, 1639]"
that he which hath no stomach to this fight,"[9, 17, 66, 75, 33, 1399, 5, 24]"
thyself giddy with the fashion too that thou hast,"[646, 2680, 21, 2, 719, 96, 9, 28]"
