text,text_indexes
and they thy glory through my grief will show,"[4, 45, 41, 1150, 395, 10, 401, 26]"
but do not love thyself then thou wilt keep,"[19, 31, 12, 59, 646, 62, 28, 292]"
my tears for glasses and still make me weep,"[10, 312, 16, 4824, 4, 204, 82, 15]"
o queen of queens how far dost thou excel,"[54, 202, 6, 1721, 70, 304, 218, 28]"
no thought can think nor tongue of mortal tell,"[33, 233, 97, 100, 117, 224, 6, 1541]"
how shall she know my griefs ill drop the paper,"[70, 35, 48, 69, 10, 1208, 63, 748]"
sweet leaves shade folly who is he comes here,"[158, 1299, 3088, 993, 106, 13, 17, 187]"
why he comes in like a perjure wearing papers,"[91, 17, 187, 11, 87, 8, 6692, 3645]"
am i the first that have been perjured so,"[49, 3, 2, 157, 9, 20, 125, 4129]"
i could put thee in comfort not by two that i know,"[3, 128, 170, 40, 11, 506, 12, 36]"
the shape of loves tyburn that hangs up simplicity,"[2, 832, 6, 333, 11212, 9, 1321, 107]"
i fear these stubborn lines lack power to move,"[3, 135, 109, 2706, 2214, 753, 246, 5]"
these numbers will i tear and write in prose,"[109, 2276, 26, 3, 810, 4, 568, 11]"
thy grace being gaind cures all disgrace in me,"[41, 175, 195, 11214, 5505, 37, 1387, 11]"
vows are but breath and breath a vapour is,"[1189, 39, 19, 373, 4, 373, 8, 11215]"
then thou fair sun which on my earth dost shine,"[62, 28, 156, 390, 66, 42, 10, 288]"
if broken then it is no fault of mine,"[30, 1260, 62, 14, 13, 33, 405, 6]"
if by me broke what fool is not so wise,"[30, 36, 15, 849, 32, 216, 13, 12]"
this is the livervein which makes flesh a deity,"[24, 13, 2, 11216, 66, 285, 522, 8]"
god amend us god amend we are much out o the way,"[122, 2575, 81, 122, 2575, 38, 39, 104]"
like a demigod here sit i in the sky,"[87, 8, 11217, 72, 383, 3, 11, 2]"
more sacks to the mill o heavens i have my wish,"[55, 5042, 5, 2, 11218, 54, 497, 3]"
by earth she is not corporal there you lie,"[36, 288, 48, 13, 12, 2957, 73, 7]"
ay as some days but then no sun must shine,"[147, 22, 103, 427, 19, 62, 33, 390]"
amen so i had mine is not that a good word,"[1435, 29, 3, 77, 102, 13, 12, 9]"
once more ill read the ode that i have writ,"[210, 55, 63, 423, 2, 11219, 9, 3]"
once more ill mark how love can vary wit,"[210, 55, 63, 377, 70, 59, 97, 5616]"
this will i send and something else more plain,"[24, 26, 3, 332, 4, 641, 211, 55]"
you may look pale but i should blush i know,"[7, 80, 115, 596, 19, 3, 83, 1258]"
advancing come sir you blush as his your case is such,"[6420, 52, 57, 7, 1258, 22, 25, 27]"
and markd you both and for you both did blush,"[4, 1900, 7, 164, 4, 16, 7, 164]"
saw sighs reek from you noted well your passion,"[318, 965, 4046, 60, 7, 2116, 51, 27]"
ay me says one o jove the other cries,"[147, 15, 353, 68, 54, 970, 2, 173]"
one her hairs were gold crystal the others eyes,"[68, 34, 1619, 74, 358, 3660, 2, 387]"
and jove for your love would infringe an oath,"[4, 970, 16, 27, 59, 43, 11220, 78]"
what will biron say when that he shall hear,"[32, 26, 1983, 71, 58, 9, 17, 35]"
how will he scorn how will he spend his wit,"[70, 26, 17, 716, 70, 26, 17, 799]"
how will he triumph leap and laugh at it,"[70, 26, 17, 1815, 1713, 4, 679, 46]"
for all the wealth that ever i did see,"[16, 37, 2, 829, 9, 205, 3, 86]"
i would not have him know so much by me,"[3, 43, 12, 20, 23, 69, 29, 104]"
ah good my liege i pray thee pardon me,"[575, 47, 10, 703, 3, 123, 40, 419]"
good heart what grace hast thou thus to reprove,"[47, 111, 32, 175, 155, 28, 145, 5]"
these worms for loving that art most in love,"[109, 2590, 16, 1287, 9, 118, 126, 11]"
your eyes do make no coaches in your tears,"[27, 141, 31, 82, 33, 11221, 11, 27]"
but are you not ashamed nay are you not,"[19, 39, 7, 12, 2402, 151, 39, 7]"
all three of you to be thus much oershot,"[37, 225, 6, 7, 5, 18, 145, 104]"
you found his mote the king your mote did see,"[7, 344, 25, 3611, 2, 93, 27, 3611]"
but i a beam do find in each of three,"[19, 3, 8, 2867, 31, 153, 11, 462]"
o what a scene of foolery have i seen,"[54, 32, 8, 521, 6, 1853, 20, 3]"
of sighs of groans of sorrow and of teen,"[6, 965, 6, 1368, 6, 636, 4, 6]"
o me with what strict patience have i sat,"[54, 15, 21, 32, 2393, 730, 20, 3]"
where lies thy grief o tell me good dumain,"[108, 396, 41, 401, 54, 94, 15, 47]"
not you to me but i betrayd by you,"[12, 7, 5, 15, 19, 3, 6705, 36]"
i that am honest i that hold it sin,"[3, 9, 49, 323, 3, 9, 192, 14]"
when shall you see me write a thing in rhyme,"[58, 35, 7, 85, 15, 568, 8, 179]"
or groan for love or spend a minutes time,"[50, 1582, 16, 59, 50, 799, 8, 3710]"
in pruning me when shall you hear that i,"[11, 11222, 15, 58, 35, 7, 119, 9]"
will praise a hand a foot a face an eye,"[26, 459, 8, 112, 8, 413, 8, 200]"
a gait a state a brow a breast a waist,"[8, 1622, 8, 334, 8, 1241, 8, 1063]"
a true man or a thief that gallops so,"[8, 129, 65, 50, 8, 785, 9, 7463]"
i post from love good lover let me go,"[3, 1098, 60, 59, 47, 1270, 61, 15]"
the treason and you go in peace away together,"[2, 1457, 4, 7, 76, 11, 223, 159]"
i beseech your grace let this letter be read,"[3, 457, 27, 175, 61, 24, 384, 18]"
how now what is in you why dost thou tear it,"[70, 44, 32, 13, 11, 7, 91, 218]"
a toy my liege a toy your grace needs not fear it,"[8, 3057, 10, 703, 8, 3057, 27, 175]"
it did move him to passion and therefore lets hear it,"[14, 86, 683, 23, 5, 1057, 4, 245]"
it is birons writing and here is his name,"[14, 13, 11223, 2192, 4, 72, 13, 25]"
that you three fools lackd me fool to make up the mess,"[9, 7, 225, 689, 3086, 15, 216, 5]"
he he and you and you my liege and i,"[17, 17, 4, 7, 4, 7, 10, 703]"
are pickpurses in love and we deserve to die,"[39, 11224, 11, 59, 4, 38, 1127, 5]"
o dismiss this audience and i shall tell you more,"[54, 3448, 24, 1977, 4, 3, 35, 94]"
walk aside the true folk and let the traitors stay,"[517, 269, 2, 129, 7074, 4, 61, 2]"
as true we are as flesh and blood can be,"[22, 129, 38, 39, 22, 522, 4, 149]"
the sea will ebb and flow heaven show his face,"[2, 321, 26, 2987, 4, 1689, 138, 209]"
we cannot cross the cause why we were born,"[38, 162, 938, 2, 270, 91, 38, 74]"
what did these rent lines show some love of thine,"[32, 86, 109, 3816, 2214, 209, 103, 59]"
did they quoth you who sees the heavenly rosaline,"[86, 45, 827, 7, 106, 1082, 2, 2460]"
that like a rude and savage man of inde,"[9, 87, 8, 1234, 4, 2318, 65, 6]"
my eyes are then no eyes nor i biron,"[10, 141, 39, 62, 33, 141, 117, 3]"
o but for my love day would turn to night,"[54, 19, 16, 10, 59, 134, 43, 291]"
do meet as at a fair in her fair cheek,"[31, 253, 22, 46, 8, 156, 11, 34]"
she passes praise then praise too short doth blot,"[48, 4717, 459, 62, 459, 96, 726, 140]"
o tis the sun that maketh all things shine,"[54, 98, 2, 390, 9, 11226, 37, 295]"
o who can give an oath where is a book,"[54, 106, 97, 90, 78, 536, 108, 13]"
if that she learn not of her eye to look,"[30, 9, 48, 697, 12, 6, 34, 241]"
no face is fair that is not full so black,"[33, 200, 13, 156, 9, 13, 12, 247]"
the hue of dungeons and the suit of night,"[2, 2573, 6, 6999, 4, 2, 537, 6]"
o if in black my ladys brows be deckd,"[54, 30, 11, 531, 10, 1370, 1257, 18]"
and therefore is she born to make black fair,"[4, 245, 13, 48, 449, 5, 82, 531]"
dark needs no candles now for dark is light,"[843, 516, 33, 7464, 44, 16, 843, 13]"
twere good yours did for sir to tell you plain,"[612, 47, 330, 86, 16, 57, 5, 94]"
ill prove her fair or talk till doomsday here,"[63, 341, 34, 156, 50, 350, 146, 4571]"
no devil will fright thee then so much as she,"[33, 348, 26, 1389, 40, 62, 29, 104]"
i never knew man hold vile stuff so dear,"[3, 130, 399, 65, 192, 779, 1363, 29]"
look heres thy love my foot and her face see,"[115, 380, 41, 59, 10, 413, 4, 34]"
o if the streets were paved with thine eyes,"[54, 30, 2, 1395, 74, 11227, 21, 230]"
her feet were much too dainty for such tread,"[34, 1095, 74, 104, 96, 2611, 16, 99]"
o vile then as she goes what upward lies,"[54, 779, 62, 22, 48, 398, 32, 3258]"
but what of this are we not all in love,"[19, 32, 6, 24, 39, 38, 12, 37]"
then leave this chat and good biron now prove,"[62, 136, 24, 2459, 4, 47, 1983, 44]"
some tricks some quillets how to cheat the devil,"[103, 1851, 103, 4298, 70, 5, 4591, 2]"
to fast to study and to see no woman,"[5, 553, 5, 1157, 4, 5, 85, 33]"
say can you fast your stomachs are too young,"[71, 97, 7, 553, 27, 2821, 39, 96]"
and where that you have vowd to study lords,"[4, 108, 9, 7, 20, 2416, 5, 1157]"
in that each of you have forsworn his book,"[11, 9, 462, 6, 7, 20, 1278, 25]"
can you still dream and pore and thereon look,"[97, 7, 204, 635, 4, 11228, 4, 7465]"
for when would you my lord or you or you,"[16, 58, 43, 7, 10, 67, 50, 7]"
from womens eyes this doctrine i derive they are the ground the books the academes from whence doth spring the true promethean fire,"[60, 3820, 141, 24, 4755, 3, 4499, 45]"
you have in that forsworn the use of eyes,"[7, 20, 11, 9, 1278, 2, 243, 6]"
o we have made a vow to study lords,"[54, 38, 20, 114, 8, 778, 5, 1157]"
and in that vow we have forsworn our books,"[4, 11, 9, 778, 38, 20, 1278, 56]"
for when would you my liege or you or you,"[16, 58, 43, 7, 10, 703, 50, 7]"
and when love speaks the voice of all the gods,"[4, 58, 59, 576, 2, 523, 6, 37]"
or keeping what is sworn you will prove fools,"[50, 2548, 32, 13, 571, 7, 26, 341]"
for wisdoms sake a word that all men love,"[16, 7466, 402, 8, 172, 9, 37, 116]"
or for loves sake a word that loves all men,"[50, 16, 333, 402, 8, 172, 9, 333]"
or for mens sake the authors of these women,"[50, 16, 834, 402, 2, 5788, 6, 109]"
or womens sake by whom we men are men,"[50, 3820, 402, 36, 222, 38, 116, 39]"
let us once lose our oaths to find ourselves,"[61, 81, 210, 392, 56, 858, 5, 153]"
or else we lose ourselves to keep our oaths,"[50, 211, 38, 392, 1308, 5, 183, 56]"
in conflict that you get the sun of them,"[11, 4359, 9, 7, 242, 2, 390, 6]"
shall we resolve to woo these girls of france,"[35, 38, 2648, 5, 756, 109, 3205, 6]"
first from the park let us conduct them thither,"[157, 60, 2, 2059, 61, 81, 1936, 64]"
such as the shortness of the time can shape,"[99, 22, 2, 11231, 6, 2, 110, 97]"
that will betime and may by us be fitted,"[9, 26, 7319, 4, 80, 36, 81, 18]"
i praise god for you sir your reasons at dinner,"[3, 459, 122, 16, 7, 57, 27, 1428]"
out heresy i did converse this quondam day with,"[89, 7467, 3, 86, 3750, 24, 5149, 134]"
a companion of the kings who is intituled nomi,"[8, 2767, 6, 2, 329, 106, 13, 11232]"
novi hominem tanquam te his humour is lofty his,"[11234, 11235, 11236, 4335, 25, 643, 13, 3830]"
too picked too spruce too affected too odd as it,"[96, 3351, 96, 11237, 96, 4793, 96, 1904]"
he draweth out the thread of his verbosity finer,"[17, 11238, 89, 2, 2405, 6, 25, 11239]"
than the staple of his argument i abhor such,"[79, 2, 11240, 6, 25, 1325, 3, 2919]"
orthography as to speak dout fine when he should,"[7468, 22, 5, 101, 11241, 652, 58, 17]"
e b t not d e t he clepeth a calf cauf,"[4825, 4750, 482, 12, 5401, 4825, 482, 17]"
aside to costard they have been at a great feast,"[269, 5, 2223, 45, 20, 125, 46, 8]"
o they have lived long on the almsbasket of words,"[54, 45, 20, 754, 186, 42, 2, 11244]"
i marvel thy master hath not eaten thee for a word,"[3, 2384, 41, 144, 75, 12, 2488, 40]"
for thou art not so long by the head as,"[16, 28, 118, 12, 29, 186, 36, 2]"
yes yes he teaches boys the hornbook what is a,"[477, 477, 17, 5789, 712, 2, 11245, 32]"
b spelt backward with the horn on his head,"[4750, 11246, 3286, 21, 2, 1513, 42, 25]"
ba most silly sheep with a horn you hear his learning,"[11247, 126, 3104, 1254, 21, 8, 1513, 7]"
the third of the five vowels if you repeat them or,"[2, 772, 6, 2, 534, 11248, 30, 7]"
now by the salt wave of the mediterraneum a sweet,"[44, 36, 2, 1090, 3225, 6, 2, 11249]"
touch a quick venue of wit snip snap quick and,"[655, 8, 751, 11250, 6, 276, 5775, 11251]"
offered by a child to an old man which is witold,"[2357, 36, 8, 386, 5, 78, 139, 65]"
thou disputest like an infant go whip thy gig,"[28, 11253, 87, 78, 4395, 76, 1347, 41]"
lend me your horn to make one and i will whip about,"[723, 15, 27, 1513, 5, 82, 68, 4]"
your infamy circum circaa gig of a cuckolds horn,"[27, 7470, 11254, 11255, 7469, 6, 8, 7471]"
an i had but one penny in the world thou shouldst,"[78, 3, 77, 19, 68, 2370, 11, 2]"
have it to buy gingerbread hold there is the very,"[20, 14, 5, 650, 11256, 192, 73, 13]"
purse of wit thou pigeonegg of discretion o an,"[732, 6, 276, 28, 11257, 6, 1799, 54]"
the heavens were so pleased that thou wert but my,"[2, 497, 74, 29, 764, 9, 28, 648]"
bastard what a joyful father wouldst thou make me,"[885, 32, 8, 2336, 165, 555, 28, 82]"
go to thou hast it ad dunghill at the fingers,"[76, 5, 28, 155, 14, 11258, 11259, 46]"
sir it is the kings most sweet pleasure and,"[57, 14, 13, 2, 329, 126, 158, 691]"
pavilion in the posteriors of this day which the,"[5790, 11, 2, 11260, 6, 24, 134, 66]"
the posterior of the day most generous sir is,"[2, 7472, 6, 2, 134, 126, 4677, 57]"
the word is well culled chose sweet and apt i do,"[2, 172, 13, 51, 11261, 2141, 158, 4]"
sir the king is a noble gentleman and my familiar,"[57, 2, 93, 13, 8, 336, 486, 4]"
i do assure ye very good friend for what is,"[3, 31, 1371, 266, 142, 47, 235, 16]"
inward between us let it pass i do beseech thee,"[4070, 473, 81, 61, 14, 448, 3, 31]"
designs and of great import indeed too but let,"[5791, 4, 6, 124, 2733, 254, 96, 19]"
that pass for i must tell thee it will please his,"[9, 448, 16, 3, 88, 94, 40, 14]"
grace by the world sometime to lean upon my poor,"[175, 36, 2, 133, 1825, 5, 1607, 105]"
heart let that pass by the world i recount no,"[111, 61, 9, 448, 36, 2, 133, 3]"
greatness to impart to armado a soldier a man of,"[1277, 5, 4108, 5, 5776, 8, 677, 8]"
travel that hath seen the world but let that pass,"[2121, 9, 75, 310, 2, 133, 19, 61]"
the very all of all isbut sweet heart i do,"[2, 142, 37, 6, 37, 11262, 158, 111]"
curate and your sweet self are good at such,"[5792, 4, 27, 158, 1356, 39, 47, 46]"
eruptions and sudden breaking out of mirth as it,"[11263, 4, 1328, 2875, 89, 6, 1064, 22]"
were i have acquainted you withal to the end to,"[74, 3, 20, 2304, 7, 812, 5, 2]"
sir you shall present before her the nine worthies,"[57, 7, 35, 514, 168, 34, 2, 1141]"
show in the posterior of this day to be rendered by,"[209, 11, 2, 7472, 6, 24, 134, 5]"
our assistants at the kings command and this most,"[56, 11265, 46, 2, 329, 666, 4, 24]"
the princess i say none so fit as to present the,"[2, 1477, 3, 71, 177, 29, 468, 22]"
where will you find men worthy enough to present them,"[108, 26, 7, 153, 116, 615, 327, 5]"
limb or joint shall pass pompey the great the,"[2838, 50, 2626, 35, 448, 891, 2, 124]"
pardon sir error he is not quantity enough for,"[419, 57, 2030, 17, 13, 12, 7036, 327]"
that worthys thumb he is not so big as the end of his club,"[9, 11266, 3315, 17, 13, 12, 29, 1307]"
shall i have audience he shall present hercules in,"[35, 3, 20, 1977, 17, 35, 514, 2764]"
minority his enter and exit shall be strangling a,"[6492, 25, 113, 4, 2020, 35, 18, 11267]"
snake and i will have an apology for that purpose,"[3835, 4, 3, 26, 20, 78, 11268, 16]"
an excellent device so if any of the audience,"[78, 996, 1675, 29, 30, 131, 6, 2]"
hiss you may cry well done hercules now thou,"[4149, 7, 80, 360, 51, 132, 2764, 44]"
crushest the snake that is the way to make an,"[11269, 2, 3835, 9, 13, 2, 148, 5]"
offence gracious though few have the grace to do it,"[1031, 960, 143, 1023, 20, 2, 175, 5]"
we will have if this fadge not an antique i,"[38, 26, 20, 30, 24, 7473, 12, 78]"
via goodman dull thou hast spoken no word all this while,"[5778, 3743, 890, 28, 155, 1136, 33, 172]"
ill make one in a dance or so or i will play,"[63, 82, 68, 11, 8, 859, 50, 29]"
on the tabour to the worthies and let them dance the hay,"[42, 2, 4828, 5, 2, 4827, 4, 61]"
sweet hearts we shall be rich ere we depart,"[158, 397, 38, 35, 18, 535, 203, 38]"
look you what i have from the loving king,"[115, 7, 32, 3, 20, 60, 2, 1287]"
nothing but this yes as much love in rhyme,"[188, 19, 24, 477, 22, 104, 59, 11]"
as would be crammd up in a sheet of paper,"[22, 43, 18, 11270, 107, 11, 8, 3406]"
writ o both sides the leaf margent and all,"[634, 54, 164, 1187, 2, 3237, 7094, 4]"
that he was fain to seal on cupids name,"[9, 17, 53, 717, 5, 775, 42, 4467]"
that was the way to make his godhead wax,"[9, 53, 2, 148, 5, 82, 25, 11271]"
for he hath been five thousand years a boy,"[16, 17, 75, 125, 534, 454, 481, 8]"
youll neer be friends with him a killd your sister,"[507, 314, 18, 217, 21, 23, 8, 889]"
and so she died had she been light like you,"[4, 29, 48, 749, 77, 48, 125, 286]"
she might ha been a grandam ere she died,"[48, 171, 528, 125, 8, 3271, 203, 48]"
and so may you for a light heart lives long,"[4, 29, 80, 7, 16, 8, 286, 111]"
whats your dark meaning mouse of this light word,"[436, 27, 843, 1533, 3224, 6, 24, 286]"
we need more light to find your meaning out,"[38, 355, 55, 286, 5, 153, 27, 1533]"
youll mar the light by taking it in snuff,"[507, 1852, 2, 286, 36, 2064, 14, 11]"
look what you do you do it still i the dark,"[115, 32, 7, 31, 7, 31, 14, 204]"
so do not you for you are a light wench,"[29, 31, 12, 7, 16, 7, 39, 8]"
you weigh me not o thats you care not for me,"[7, 1409, 15, 12, 54, 250, 7, 331]"
great reason for past cure is still past care,"[124, 393, 16, 484, 1262, 13, 204, 484]"
well bandied both a set of wit well playd,"[51, 11272, 164, 8, 196, 6, 276, 51]"
an if my face were but as fair as yours,"[78, 30, 10, 200, 74, 19, 22, 156]"
o he hath drawn my picture in his letter,"[54, 17, 75, 809, 10, 1777, 11, 25]"
ware pencils ho let me not die your debtor,"[3960, 11273, 798, 61, 15, 12, 193, 27]"
o that your face were not so full of os,"[54, 9, 27, 200, 74, 12, 29, 247]"
a pox of that jest and i beshrew all shrows,"[8, 2111, 6, 9, 580, 4, 3, 4088]"
but katharine what was sent to you from fair dumain,"[19, 1774, 32, 53, 301, 5, 7, 60]"
the letter is too long by half a mile,"[2, 384, 13, 96, 186, 36, 346, 8]"
i think no less dost thou not wish in heart,"[3, 100, 33, 367, 218, 28, 12, 339]"
ay or i would these hands might never part,"[147, 50, 3, 43, 109, 258, 171, 130]"
we are wise girls to mock our lovers so,"[38, 39, 471, 3205, 5, 823, 56, 1354]"
o that i knew he were but in by the week,"[54, 9, 3, 399, 17, 74, 19, 11]"
how i would make him fawn and beg and seek,"[70, 3, 43, 82, 23, 2609, 4, 577]"
and make him proud to make me proud that jests,"[4, 82, 23, 461, 5, 82, 15, 461]"
that he should be my fool and i his fate,"[9, 17, 83, 18, 10, 216, 4, 3]"
none are so surely caught when they are catchd,"[177, 39, 29, 1519, 1306, 58, 45, 39]"
and wits own grace to grace a learned fool,"[4, 757, 121, 175, 5, 175, 8, 1701]"
the blood of youth burns not with such excess,"[2, 149, 6, 374, 2054, 12, 21, 99]"
folly in fools bears not so strong a note,"[993, 11, 689, 828, 12, 29, 549, 8]"
as foolery in the wise when wit doth dote,"[22, 1853, 11, 2, 471, 58, 276, 140]"
here comes boyet and mirth is in his face,"[72, 187, 3669, 4, 1064, 13, 11, 25]"
o i am stabbd with laughter wheres her grace,"[54, 3, 49, 2647, 21, 2558, 1384, 34]"
or hide your heads like cowards and fly hence,"[50, 564, 27, 611, 87, 2231, 4, 319]"
that charge their breath against us say scout say,"[9, 362, 92, 373, 281, 81, 71, 5435]"
i thought to close mine eyes some half an hour,"[3, 233, 5, 750, 102, 141, 103, 346]"
that by and by disguised they will be here,"[9, 36, 4, 36, 2148, 45, 26, 18]"
thus must thou speak and thus thy body bear,"[145, 88, 28, 101, 4, 145, 41, 439]"
for quoth the king an angel shalt thou see,"[16, 827, 2, 93, 78, 1559, 273, 28]"
i should have feard her had she been a devil,"[3, 83, 20, 1220, 34, 77, 48, 125]"
with that all laughd and clappd him on the shoulder,"[21, 9, 37, 2288, 4, 4336, 23, 42]"
one rubbd his elbow thus and fleerd and swore,"[68, 5743, 25, 1797, 145, 4, 11276, 4]"
cried via we will dot come what will come,"[808, 5778, 38, 26, 878, 52, 32, 26]"
the third he caperd and cried all goes well,"[2, 772, 17, 11277, 4, 808, 37, 398]"
the fourth turnd on the toe and down he fell,"[2, 2824, 1110, 42, 2, 3631, 4, 150]"
with that they all did tumble on the ground,"[21, 9, 45, 37, 86, 6840, 42, 2]"
but what but what come they to visit us,"[19, 32, 19, 32, 52, 45, 5, 2086]"
their purpose is to parle to court and dance,"[92, 509, 13, 5, 3129, 5, 308, 4]"
and will they so the gallants shall be taskd,"[4, 26, 45, 29, 2, 3325, 35, 18]"
and not a man of them shall have the grace,"[4, 12, 8, 65, 6, 64, 35, 20]"
and then the king will court thee for his dear,"[4, 62, 2, 93, 26, 308, 40, 16]"
hold take thou this my sweet and give me thine,"[192, 95, 28, 24, 10, 158, 4, 90]"
and change your favours too so shall your loves,"[4, 546, 27, 2070, 96, 29, 35, 27]"
come on then wear the favours most in sight,"[52, 42, 62, 349, 2, 2070, 126, 11]"
the effect of my intent is to cross theirs,"[2, 1349, 6, 10, 1919, 13, 5, 938]"
no to the death we will not move a foot,"[33, 5, 2, 127, 38, 26, 12, 683]"
nor to their pennd speech render we no grace,"[117, 5, 92, 11278, 566, 3227, 38, 33]"
but while tis spoke each turn away her face,"[19, 356, 98, 560, 462, 291, 159, 34]"
therefore i do it and i make no doubt,"[245, 3, 31, 14, 4, 3, 82, 33]"
the rest will neer come in if he be out,"[2, 234, 26, 314, 52, 11, 30, 17]"
theres no such sport as sport by sport oerthrown,"[244, 33, 99, 542, 22, 542, 36, 542]"
to make theirs ours and ours none but our own,"[5, 82, 1826, 674, 4, 674, 177, 19]"
enter blackamoors with music moth ferdinand biron longaville and dumain in russian habits and masked,"[113, 11280, 21, 593, 4166, 3282, 1983, 5766]"
they do not mark me and that brings me out,"[45, 31, 12, 377, 15, 4, 9, 1226]"
if they do speak our language tis our will,"[30, 45, 31, 101, 56, 2122, 98, 56]"
why that they have and bid them so be gone,"[91, 9, 45, 20, 4, 248, 64, 29]"
she says you have it and you may be gone,"[48, 353, 7, 20, 14, 4, 7, 80]"
to tread a measure with her on this grass,"[5, 1430, 8, 874, 21, 34, 42, 24]"
they say that they have measured many a mile,"[45, 71, 9, 45, 20, 4642, 227, 8]"
to tread a measure with you on this grass,"[5, 1430, 8, 874, 21, 7, 42, 24]"
it is not so ask them how many inches,"[14, 13, 12, 29, 428, 64, 70, 227]"
is in one mile if they have measured many,"[13, 11, 68, 1768, 30, 45, 20, 4642]"
my face is but a moon and clouded too,"[10, 200, 13, 19, 8, 541, 4, 6332]"
blessed are clouds to do as such clouds do,"[1553, 39, 1335, 5, 31, 22, 99, 1335]"
vouchsafe bright moon and these thy stars to shine,"[2174, 1252, 541, 4, 109, 41, 1079, 5]"
then in our measure do but vouchsafe one change,"[62, 11, 56, 874, 31, 19, 2174, 68]"
thou bidst me beg this begging is not strange,"[28, 4407, 15, 577, 24, 5793, 13, 12]"
play music then nay you must do it soon,"[282, 593, 62, 151, 7, 88, 31, 14]"
not yet no dance thus change i like the moon,"[12, 84, 33, 859, 145, 546, 3, 87]"
will you not dance how come you thus estranged,"[26, 7, 12, 859, 70, 52, 7, 145]"
you took the moon at full but now shes changed,"[7, 442, 2, 541, 46, 247, 19, 44]"
yet still she is the moon and i the man,"[84, 204, 48, 13, 2, 541, 4, 3]"
since you are strangers and come here by chance,"[212, 7, 39, 2997, 4, 52, 72, 36]"
well not be nice take hands we will not dance,"[51, 12, 18, 2143, 95, 258, 38, 26]"
we can afford no more at such a price,"[38, 97, 3672, 33, 55, 46, 99, 8]"
twice to your visor and half once to you,"[887, 5, 27, 4172, 4, 346, 210, 5]"
if you deny to dance lets hold more chat,"[30, 7, 594, 5, 859, 363, 192, 55]"
nay then two treys and if you grow so nice,"[151, 62, 137, 11283, 4, 30, 7, 565]"
since you can cog ill play no more with you,"[212, 7, 97, 4045, 63, 282, 33, 55]"
will you vouchsafe with me to change a word,"[26, 7, 2174, 21, 15, 5, 546, 8]"
veal quoth the dutchman is not veal a calf,"[7475, 827, 2, 4459, 13, 12, 7475, 8]"
take all and wean it it may prove an ox,"[95, 37, 4, 11284, 14, 14, 80, 341]"
look how you butt yourself in these sharp mocks,"[115, 70, 7, 2843, 490, 11, 109, 1093]"
will you give horns chaste lady do not so,"[26, 7, 90, 950, 1235, 185, 31, 12]"
then die a calf before your horns do grow,"[62, 193, 8, 2705, 168, 27, 950, 31]"
one word in private with you ere i die,"[68, 172, 11, 1901, 21, 7, 203, 3]"
not one word more my maids break off break off,"[12, 68, 172, 55, 10, 1073, 296, 184]"
are these the breed of wits so wonderd at,"[39, 109, 2, 1207, 6, 757, 29, 3345]"
tapers they are with your sweet breaths puffd out,"[4830, 45, 39, 21, 27, 158, 3986, 7476]"
no point quoth i my servant straight was mute,"[33, 527, 827, 3, 10, 777, 628, 53]"
but will you hear the king is my love sworn,"[19, 26, 7, 119, 2, 93, 13, 10]"
dumain is mine as sure as bark on tree,"[3156, 13, 102, 22, 252, 22, 1265, 42]"
in their own shapes for it can never be,"[11, 92, 121, 1897, 16, 14, 97, 130]"
and leap for joy though they are lame with blows,"[4, 1713, 16, 420, 143, 45, 39, 2620]"
if they return in their own shapes to woo,"[30, 45, 688, 11, 92, 121, 1897, 5]"
lets mock them still as well known as disguised,"[363, 823, 64, 204, 22, 51, 369, 22]"
let us complain to them what fools were here,"[61, 81, 3169, 5, 64, 32, 689, 74]"
and wonder what they were and to what end,"[4, 658, 32, 45, 74, 4, 5, 32]"
whip to our tents as roes run oer land,"[1347, 5, 56, 2872, 22, 11285, 394, 426]"
reenter ferdinand biron longaville and dumain in their proper habits,"[906, 3282, 1983, 5766, 4, 3156, 11, 92]"
i will and so will she i know my lord,"[3, 26, 4, 29, 26, 48, 3, 69]"
and we that sell by gross the lord doth know,"[4, 38, 9, 1118, 36, 1351, 2, 67]"
have not the grace to grace it with such show,"[20, 12, 2, 175, 5, 175, 14, 21]"
a can carve too and lisp why this is he,"[8, 97, 3751, 96, 4, 7029, 91, 24]"
this is the ape of form monsieur the nice,"[24, 13, 2, 2328, 6, 804, 1666, 2]"
that when he plays at tables chides the dice,"[9, 58, 17, 1567, 46, 4173, 3450, 2]"
mend him who can the ladies call him sweet,"[980, 23, 106, 97, 2, 728, 166, 23]"
the stairs as he treads on them kiss his feet,"[2, 5312, 22, 17, 5427, 42, 64, 412]"
this is the flower that smiles on every one,"[24, 13, 2, 1574, 9, 1454, 42, 275]"
to show his teeth as white as whales bone,"[5, 209, 25, 924, 22, 599, 22, 7477]"
a blister on his sweet tongue with my heart,"[8, 7478, 42, 25, 158, 224, 21, 10]"
till this madman showd thee and what art thou now,"[146, 24, 2714, 1288, 40, 4, 32, 118]"
reenter the princess ushered by boyet rosaline maria and katharine,"[906, 2, 1477, 5673, 36, 3669, 3284, 4167]"
all hail sweet madam and fair time of day,"[37, 1338, 158, 357, 4, 156, 110, 6]"
fair in all hail is foul as i conceive,"[156, 11, 37, 1338, 13, 425, 22, 3]"
then wish me better i will give you leave,"[62, 339, 15, 199, 3, 26, 90, 7]"
